id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
2646,ESDF,medium_airport,Ronneby Airport,56266701.0,15265.0,191.0,EU,SE,SE-K,Ronneby,yes,ESDF,RNB,ESDF,,https://www.swedavia.com/ronneby/,https://en.wikipedia.org/wiki/Ronneby_Airport,
2648,ESGG,large_airport,Göteborg Landvetter Airport,576628.0,122798.0,506.0,EU,SE,SE-Q,Göteborg,yes,ESGG,GOT,ESGG,,https://www.swedavia.com/landvetter/,https://en.wikipedia.org/wiki/G%C3%B6teborg_Landvetter_Airport,"Göteborg-Landvetter, Gothenburg"
2649,ESGJ,medium_airport,Jönköping Airport,5.77576e+16,1.40687e+16,741.0,EU,SE,SE-F,Jönköping,yes,ESGJ,JKG,ESGJ,,http://www.lfv.se/templates/LFV_AirportStartPage____1672.aspx,https://en.wikipedia.org/wiki/J%C3%B6nk%C3%B6ping_Airport,
2654,ESGT,medium_airport,Trollhättan-Vänersborg Airport,5831810000000000.0,1.2345e+16,137.0,EU,SE,SE-Q,Trollhättan,yes,ESGT,THN,ESGT,,,https://en.wikipedia.org/wiki/Trollh%C3%A4ttan-V%C3%A4nersborg_Airport,
2659,ESKM,medium_airport,Mora Airport,60957901.0,145114.0,634.0,EU,SE,SE-W,Mora,yes,ESKM,MXX,ESKM,,,https://en.wikipedia.org/wiki/Mora-Siljan_Airport,
2660,ESKN,large_airport,Stockholm Skavsta Airport,58789656.0,16911479.0,140.0,EU,SE,SE-D,Nyköping,yes,ESKN,NYO,ESKN,,,https://en.wikipedia.org/wiki/Stockholm-Skavsta_Airport,
316498,ESKS,medium_airport,Scandinavian Mountains Airport,61158393.0,12842503.0,1608.0,EU,SE,SE-W,Malung-Sälen,yes,,SCR,ESKS,,https://scandinavianmountains.se/en/home/,https://en.wikipedia.org/wiki/Scandinavian_Mountains_Airport,"Sälens Flygplats, Trysil"
2668,ESMQ,medium_airport,Kalmar Airport,56685501.0,162876.0,17.0,EU,SE,SE-H,Kalmar,yes,ESMQ,KLR,ESMQ,,,https://en.wikipedia.org/wiki/Kalmar_Airport,
2669,ESMS,large_airport,Malmö Sturup Airport,55535564.0,13376327.0,236.0,EU,SE,SE-M,Malmö,yes,ESMS,MMX,ESMS,,http://www.swedavia.com/malmo/,https://en.wikipedia.org/wiki/Malm%C3%B6_Airport,
2670,ESMT,medium_airport,Halmstad Airport,5669110000000000.0,1.28202e+16,101.0,EU,SE,SE-N,Halmstad,yes,ESMT,HAD,ESMT,,,https://en.wikipedia.org/wiki/Halmstad_Airport,
2672,ESMX,medium_airport,Växjö Kronoberg Airport,5.69291e+16,1.4728e+16,610.0,EU,SE,SE-G,Växjö,yes,ESMX,VXO,ESMX,,,https://en.wikipedia.org/wiki/V%C3%A4xj%C3%B6_Airport,
2675,ESND,small_airport,Sveg Airport,62047798.0,144229.0,1178.0,EU,SE,SE-Z,Sveg,yes,ESND,EVG,ESND,,,https://en.wikipedia.org/wiki/Sveg_Airport,
2676,ESNG,medium_airport,Gällivare Airport,6713240000000000.0,2.08146e+16,1027.0,EU,SE,SE-BD,Gällivare,yes,ESNG,GEV,ESNG,,,https://en.wikipedia.org/wiki/G%C3%A4llivare_Airport,
2679,ESNK,medium_airport,Kramfors-Sollefteĺ Höga Kusten Airport,63048599.0,177689.0,34.0,EU,SE,SE-Y,Nyland,yes,ESNK,KRF,ESNK,,,https://en.wikipedia.org/wiki/Kramfors_Airport,
2680,ESNL,medium_airport,Lycksele Airport,64548302.0,187162.0,705.0,EU,SE,SE-AC,Lycksele,yes,ESNL,LYC,ESNL,,,https://en.wikipedia.org/wiki/Lycksele_Airport,
2682,ESNN,medium_airport,Sundsvall-Härnösand Airport,6.25281e+16,1.74439e+16,16.0,EU,SE,SE-Y,Sundsvall/ Härnösand,yes,ESNN,SDL,ESNN,,,https://en.wikipedia.org/wiki/Sundsvall-H%C3%A4rn%C3%B6sand_Airport,
2683,ESNO,medium_airport,Örnsköldsvik Airport,6340830000000000.0,1.899e+16,354.0,EU,SE,SE-Y,Örnsköldsvik,yes,ESNO,OER,ESNO,,,https://en.wikipedia.org/wiki/%C3%96rnsk%C3%B6ldsvik_Airport,
2685,ESNQ,large_airport,Kiruna Airport,67821999.0,203368.0,1508.0,EU,SE,SE-BD,Kiruna,yes,ESNQ,KRN,ESNQ,,https://www.swedavia.com/kiruna/,https://en.wikipedia.org/wiki/Kiruna_Airport,
2687,ESNS,medium_airport,Skellefteĺ Airport,6462480000000000.0,2.10769e+16,157.0,EU,SE,SE-AC,Skellefteĺ,yes,ESNS,SFT,ESNS,,,https://en.wikipedia.org/wiki/Skellefte%C3%A5_Airport,
2689,ESNU,large_airport,Umeĺ Airport,63791801.0,20282801.0,24.0,EU,SE,SE-AC,Umeĺ,yes,ESNU,UME,ESNU,,https://www.swedavia.com/umea/,https://en.wikipedia.org/wiki/Ume%C3%A5_Airport,
2690,ESNV,medium_airport,Vilhelmina South Lapland Airport,64579102.0,16833599.0,1140.0,EU,SE,SE-AC,Vilhelmina,yes,ESNV,VHM,ESNV,,,https://en.wikipedia.org/wiki/Vilhelmina_Airport,
2691,ESNX,medium_airport,Arvidsjaur Airport,6559030000000000.0,1928190000000000.0,1245.0,EU,SE,SE-BD,Arvidsjaur,yes,ESNX,AJR,ESNX,,,https://en.wikipedia.org/wiki/Arvidsjaur_Airport,
29358,ESNZ,medium_airport,Ĺre Östersund Airport,63194135.0,14500322.0,1233.0,EU,SE,SE-Z,Östersund,yes,ESNZ,OSD,ESNZ,,https://www.swedavia.com/ostersund/,https://en.wikipedia.org/wiki/%C3%85re_%C3%96stersund_Airport,"F4 Frösön Air Base, ESPC"
2693,ESOE,medium_airport,Örebro Airport,5922370000000000.0,1.5038e+16,188.0,EU,SE,SE-T,Örebro,yes,ESOE,ORB,ESOE,,,https://en.wikipedia.org/wiki/%C3%96rebro_Airport,
2694,ESOH,small_airport,Hagfors Airport,600201.0,135789.0,474.0,EU,SE,SE-S,Rĺda,yes,ESOH,HFS,ESOH,,,https://en.wikipedia.org/wiki/Hagfors_Airport,
2695,ESOK,medium_airport,Karlstad Airport,59444698.0,133374.0,352.0,EU,SE,SE-S,Karlstad,yes,ESOK,KSD,ESOK,,https://www.ksdarprt.se/,https://en.wikipedia.org/wiki/Karlstad_Airport,
2696,ESOW,large_airport,Stockholm Västerĺs Airport,59589401.0,166336.0,21.0,EU,SE,SE-U,Stockholm / Västerĺs,yes,ESOW,VST,ESOW,,,https://en.wikipedia.org/wiki/Stockholm-V%C3%A4ster%C3%A5s_Airport,
2697,ESPA,large_airport,Luleĺ Airport,655438.0,22122.0,65.0,EU,SE,SE-BD,Luleĺ,yes,ESPA,LLA,ESPA,,https://www.swedavia.com/lulea/,https://en.wikipedia.org/wiki/Lule%C3%A5_Airport,Kallax Air Base
2701,ESSA,large_airport,Stockholm-Arlanda Airport,5964849.0,17928829.0,137.0,EU,SE,SE-AB,Stockholm,yes,ESSA,ARN,ESSA,,http://www.swedavia.se/arlanda/,https://en.wikipedia.org/wiki/Stockholm-Arlanda_Airport,
2702,ESSB,medium_airport,Stockholm-Bromma Airport,59354401.0,179417.0,47.0,EU,SE,SE-AB,Stockholm,yes,ESSB,BMA,ESSB,,,https://en.wikipedia.org/wiki/Stockholm-Bromma_Airport,
2703,ESSD,medium_airport,Dala Airport,60422001.0,155152.0,503.0,EU,SE,SE-W,Borlange,yes,ESSD,BLE,ESSD,,https://www.dalaflyget.se/,https://en.wikipedia.org/wiki/Borl%C3%A4nge_Airport,
2706,ESSL,large_airport,Linköping City Airport,58404909.0,15684499.0,172.0,EU,SE,SE-E,Linköping,yes,ESSL,LPI,ESSL,,http://www.linkopingsflygplats.se/,https://en.wikipedia.org/wiki/Link%C3%B6ping_SAAB_Airport,
2707,ESSP,medium_airport,Norrköping Airport,5.85863e+16,1.62506e+16,32.0,EU,SE,SE-E,Norrköping,yes,ESSP,NRK,ESSP,,,https://en.wikipedia.org/wiki/Norrk%C3%B6ping_Airport,Kungsangen
2708,ESST,medium_airport,Torsby Airport,601576.0,129913.0,393.0,EU,SE,SE-S,Torsby,yes,ESST,TYF,ESST,,http://www.torsbyflygplats.se,https://en.wikipedia.org/wiki/Torsby_Airport,
2710,ESSV,medium_airport,Visby Airport,57662800000000.0,18346200000000.0,164.0,EU,SE,SE-I,Visby,yes,ESSV,VBY,ESSV,,https://www.swedavia.com/visby/,https://en.wikipedia.org/wiki/Visby_Airport,
2711,ESTA,medium_airport,Ängelholm-Helsingborg Airport,5629610000000000.0,1.28471e+16,68.0,EU,SE,SE-M,Ängelholm,yes,ESTA,AGH,ESTA,,http://www.lfv.se/templates/LFV_AirportStartPage____4777.aspx,https://en.wikipedia.org/wiki/%C3%84ngelholm-Helsingborg_Airport,"ESDB, Ängelholm Air Base"
2715,ESUP,small_airport,Pajala Airport,67244569.0,23074894.0,542.0,EU,SE,SE-BD,Pajala,yes,ESUP,PJA,ESUP,,https://www.pajala.se/pajala-airport/,https://en.wikipedia.org/wiki/Pajala_Airport,
2716,ESUT,small_airport,Hemavan Airport,65806099.0,150828.0,1503.0,EU,SE,SE-AC,Hemavan,yes,ESUT,HMV,ESUT,,,https://en.wikipedia.org/wiki/Hemavan_Airport,
2734,ETMN,medium_airport,Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase,53767689.0,8659201.0,74.0,EU,DE,DE-NI,Wurster Nordseeküste,yes,ETMN,FCN,ETMN,,,https://en.wikipedia.org/wiki/Nordholz_Naval_Airbase,"Cuxhaven, Fliegerhorst Nordholz, Flughafen Cuxhaven/Nordholz"
2739,ETNL,medium_airport,Rostock-Laage Airport,53918201.0,122783.0,138.0,EU,DE,DE-MV,Laage,yes,ETNL,RLG,ETNL,,,https://en.wikipedia.org/wiki/Rostock-Laage_Airport,
2758,EVRA,large_airport,Riga International Airport,56920752.0,23970711.0,36.0,EU,LV,LV-062,Riga,yes,EVRA,RIX,EVRA,,http://www.riga-airport.com/,https://en.wikipedia.org/wiki/Riga_International_Airport,
2760,EYKA,large_airport,Kaunas International Airport,54963965.0,2408582.0,256.0,EU,LT,LT-KU,Kaunas,yes,EYKA,KUN,EYKA,,http://www.kaunasair.lt/index.php?lang=2&m=2&p=210,https://en.wikipedia.org/wiki/Kaunas_Airport,Kauno tarptautinis Oro Uostas
2762,EYPA,large_airport,Palanga International Airport,55973202.0,21093901.0,33.0,EU,LT,LT-KL,Palanga,yes,EYPA,PLQ,EYPA,,http://www.palanga-airport.lt/,https://en.wikipedia.org/wiki/Palanga_International_Airport,
2766,EYVI,large_airport,Vilnius International Airport,54634102.0,25285801.0,648.0,EU,LT,LT-VL,Vilnius,yes,EYVI,VNO,EYVI,,http://www.vilnius-airport.lt/en/,https://en.wikipedia.org/wiki/Vilnius_International_Airport,
31199,GB-FOA,small_airport,Foula Airfield,60121725.0,-2053202.0,150.0,EU,GB,GB-SCT,Foula,yes,,FOA,,,,https://en.wikipedia.org/wiki/Foula_Airfield,"EGFO, EG42"
3972,LATI,large_airport,Tirana International Airport Mother Teresa,414147.0,197206.0,126.0,EU,AL,AL-02,Rinas,yes,LATI,TIA,LATI,,http://www.tirana-airport.com/,https://en.wikipedia.org/wiki/Tirana_International_Airport_N%C3%ABn%C3%AB_Tereza,"Rinas International Airport, Aeroporti Nënë Tereza"
3974,LBBG,large_airport,Burgas Airport,42569917.0,27515173.0,135.0,EU,BG,BG-02,Burgas,yes,LBBG,BOJ,LBBG,,,https://en.wikipedia.org/wiki/Burgas_Airport,Bourgas
3976,LBPD,large_airport,Plovdiv International Airport,42067799.0,248508.0,597.0,EU,BG,BG-16,Plovdiv,yes,LBPD,PDV,LBPD,,http://www.plovdivairport.com/,https://en.wikipedia.org/wiki/Plovdiv_International_Airport,
3977,LBSF,large_airport,Sofia Airport,42696357.0,23417671.0,1742.0,EU,BG,BG-22,Sofia,yes,LBSF,SOF,LBSF,,http://sofia-airport.bg,https://en.wikipedia.org/wiki/Sofia_Airport,"Sofia International Airport, Vrazhdebna Air Base"
3979,LBWN,large_airport,Varna Airport,43232101.0,278251.0,230.0,EU,BG,BG-03,Varna,yes,LBWN,VAR,LBWN,,,https://en.wikipedia.org/wiki/Varna_Airport,Aksakovo
3984,LDDU,medium_airport,Dubrovnik Ru?er Boškovi? Airport,42562247.0,18265543.0,527.0,EU,HR,HR-19,?ilipi,yes,LDDU,DBV,LDDU,,,https://en.wikipedia.org/wiki/Dubrovnik_Airport,
3986,LDOS,medium_airport,Osijek Airport,45462355.0,18811278.0,290.0,EU,HR,HR-14,Klisa,yes,LDOS,OSI,LDOS,,,https://en.wikipedia.org/wiki/Osijek_Airport,
3987,LDPL,medium_airport,Pula Airport,44893501.0,139222.0,274.0,EU,HR,HR-18,Pula,yes,LDPL,PUY,LDPL,,https://airport-pula.hr/en/,https://en.wikipedia.org/wiki/Pula_Airport,
3989,LDRI,medium_airport,Rijeka Airport,452169.0,145703.0,278.0,EU,HR,HR-08,Omišalj,yes,LDRI,RJK,LDRI,,https://www.rijeka-airport.hr/,https://en.wikipedia.org/wiki/Rijeka_Airport,"Reka, Rika, Fiume"
3990,LDSB,medium_airport,Bra? Airport,43284454.0,16678362.0,1776.0,EU,HR,HR-17,Gornji Humac,yes,LDSB,BWK,LDSB,,,https://en.wikipedia.org/wiki/Bra%C4%8D_Airport,Bol Airport
3991,LDSP,medium_airport,Split Airport,43538898.0,16298.0,79.0,EU,HR,HR-17,Kaštel Štafili?,yes,LDSP,SPU,LDSP,,,https://en.wikipedia.org/wiki/Split_Airport,
3993,LDZA,large_airport,Zagreb Franjo Tu?man International Airport,45742901.0,160688.0,353.0,EU,HR,HR-01,Velika Gorica,yes,LDZA,ZAG,LDZA,,https://www.zagreb-airport.hr/en,https://en.wikipedia.org/wiki/Zagreb_Airport,Pleso
3994,LDZD,medium_airport,Zadar Airport,44094988.0,15354879.0,289.0,EU,HR,HR-13,Zemunik Donji (Zadar),yes,LDZD,ZAD,LDZD,,https://www.zadar-airport.hr/en,https://en.wikipedia.org/wiki/Zadar_Airport,
3997,LEAL,large_airport,Alicante-Elche Miguel Hernández Airport,382822.0,-558156.0,142.0,EU,ES,ES-VC,Alicante,yes,LEAL,ALC,LEAL,,https://www.aena.es/en/alicante-elche.html,https://en.wikipedia.org/wiki/Alicante–Elche_Miguel_Hernández_Airport,
3998,LEAM,medium_airport,Almería Airport,36843899.0,-23701.0,70.0,EU,ES,ES-AN,Almería,yes,LEAM,LEI,LEAM,,https://www.aena.es/en/almeria.html,https://en.wikipedia.org/wiki/Almer%C3%ADa_International_Airport,
3999,LEAS,medium_airport,Asturias Airport,43563599.0,-603462.0,416.0,EU,ES,ES-AS,Ranón,yes,LEAS,OVD,LEAS,,https://www.aena.es/en/asturias.html,https://en.wikipedia.org/wiki/Asturias_Airport,
4004,LEBL,large_airport,Josep Tarradellas Barcelona-El Prat Airport,412971.0,207846.0,12.0,EU,ES,ES-CT,Barcelona,yes,LEBL,BCN,LEBL,,https://www.aena.es/en/josep-tarradellas-barcelona-el-prat.html,https://en.wikipedia.org/wiki/Barcelona%E2%80%93El_Prat_Airport,"El Prat Airport,Barcelona International,Josep Tarradellas Barcelona-El Prat Airport"
4005,LEBZ,medium_airport,Badajoz Airport,388913.0,-682133.0,609.0,EU,ES,ES-EX,Badajoz,yes,LEBZ,BJZ,LEBZ,,https://www.aena.es/en/badajoz.html,https://en.wikipedia.org/wiki/Badajoz_Airport,Talavera La Real Airport
300859,LECH,medium_airport,Castellón-Costa Azahar Airport,40213889.0,73333.0,1182.0,EU,ES,ES-VC,Castellón de la Plana,yes,LECH,CDT,LECH,,https://www.aeroportcastello.com/,https://en.wikipedia.org/wiki/Castell%C3%B3n%E2%80%93Costa_Azahar_Airport,
4007,LECO,medium_airport,A Coruńa Airport,43302101.0,-837726.0,326.0,EU,ES,ES-GA,Culleredo,yes,LECO,LCG,LECO,,https://www.aena.es/en/a-coruna.html,https://en.wikipedia.org/wiki/A_Coru%C3%B1a_Airport,"The Groyne, La Coruńa"
308328,LEDA,medium_airport,Lleida-Alguaire Airport,41728185.0,535023.0,1152.0,EU,ES,ES-CT,Lleida,yes,LEDA,ILD,LEDA,,http://www.aeroportlleida.cat/?L=2,https://en.wikipedia.org/wiki/Lleida-Alguaire_Airport,
4010,LEGE,medium_airport,Girona-Costa Brava Airport,41904639.0,2761774.0,468.0,EU,ES,ES-CT,Girona,yes,LEGE,GRO,LEGE,,https://www.aena.es/en/girona-costa-brava.html,https://en.wikipedia.org/wiki/Girona-Costa_Brava_Airport,"Girona, Costa Brava, Girona-Costa Brava"
4011,LEGR,medium_airport,F.G.L. Airport Granada-Jaén Airport,37188702.0,-377736.0,1860.0,EU,ES,ES-AN,Granada,yes,LEGR,GRX,LEGR,,https://www.aena.es/en/f.g.l.-granada-jaen.html,https://en.wikipedia.org/wiki/Federico_Garc%C3%ADa_Lorca_Airport,
4013,LEIB,large_airport,Ibiza Airport,38872898.0,137312.0,24.0,EU,ES,ES-IB,Ibiza (Eivissa),yes,LEIB,IBZ,LEIB,,https://www.aena.es/en/ibiza.html,https://en.wikipedia.org/wiki/Ibiza_Airport,
4015,LEJR,medium_airport,Jerez Airport,36744598.0,-606011.0,93.0,EU,ES,ES-AN,Jerez de la Frontera,yes,LEJR,XRY,LEJR,,https://www.aena.es/en/jerez.html,https://en.wikipedia.org/wiki/Jerez_Airport,
4019,LEMD,large_airport,Adolfo Suárez Madrid–Barajas Airport,40471926.0,-356264.0,1998.0,EU,ES,ES-MD,Madrid,yes,LEMD,MAD,LEMD,,https://www.aena.es/en/adolfo-suarez-madrid-barajas.html,https://en.wikipedia.org/wiki/Adolfo_Su%C3%A1rez_Madrid%E2%80%93Barajas_Airport,"Leganés, Madrid Barajas International Airport"
4020,LEMG,large_airport,Málaga-Costa del Sol Airport,366749.0,-449911.0,53.0,EU,ES,ES-AN,Málaga,yes,LEMG,AGP,LEMG,,https://www.aena.es/en/malaga-costa-del-sol.html,https://en.wikipedia.org/wiki/M%C3%A1laga_Airport,"Costa del Sol, Malaga"
4021,LEMH,medium_airport,Menorca Airport,39862598.0,421865.0,302.0,EU,ES,ES-IB,Mahón (Maó),yes,LEMH,MAH,LEMH,,https://www.aena.es/en/menorca.html,https://en.wikipedia.org/wiki/Menorca_Airport,
4035,LEPA,large_airport,Palma de Mallorca Airport,39551701.0,273881.0,27.0,EU,ES,ES-IB,Palma de Mallorca,yes,LEPA,PMI,LEPA,,https://www.aena.es/en/palma-de-mallorca.html,https://en.wikipedia.org/wiki/Son_Sant_Joan_Airport,"Son Sant Joan Airport, LESJ"
4025,LEPP,medium_airport,Pamplona Airport,4277.0,-164633.0,1504.0,EU,ES,ES-NC,Pamplona,yes,LEPP,PNA,LEPP,,https://www.aena.es/en/pamplona.html,https://en.wikipedia.org/wiki/Pamplona_Airport,
4031,LERS,medium_airport,Reus Airport,411474.0,116717.0,233.0,EU,ES,ES-CT,Reus,yes,LERS,REU,LERS,,https://www.aena.es/en/reus.html,https://en.wikipedia.org/wiki/Reus_Airport,
4033,LESA,medium_airport,Salamanca Airport,40952099.0,-550199.0,2595.0,EU,ES,ES-CL,Salamanca,yes,LESA,SLM,LESA,,https://www.aena.es/en/salamanca.html,https://en.wikipedia.org/wiki/Salamanca_Airport,
4037,LESO,medium_airport,San Sebastián Airport,43356499.0,-179061.0,16.0,EU,ES,ES-PV,Hondarribia,yes,LESO,EAS,LESO,,https://www.aena.es/en/san-sebastian.html,https://en.wikipedia.org/wiki/San_Sebasti%C3%A1n_Airport,
4038,LEST,large_airport,Santiago-Rosalía de Castro Airport,42896301.0,-841514.0,1213.0,EU,ES,ES-GA,Santiago de Compostela,yes,LEST,SCQ,LEST,,https://www.aena.es/en/santiago-rosalia-de-castro.html,https://en.wikipedia.org/wiki/Santiago_de_Compostela_Airport,
4042,LEVC,large_airport,Valencia Airport,394893.0,-481625.0,240.0,EU,ES,ES-VC,Valencia,yes,LEVC,VLC,LEVC,,https://www.aena.es/en/valencia.html,https://en.wikipedia.org/wiki/Valencia_Airport,
4043,LEVD,medium_airport,Valladolid Airport,417061.0,-485194.0,2776.0,EU,ES,ES-CL,Valladolid,yes,LEVD,VLL,LEVD,,https://www.aena.es/en/valladolid.html,https://en.wikipedia.org/wiki/Valladolid_Airport,
4045,LEVT,medium_airport,Vitoria Airport,42882801.0,-272447.0,1682.0,EU,ES,ES-PV,Alava,yes,LEVT,VIT,LEVT,,https://www.aena.es/en/vitoria.html,https://en.wikipedia.org/wiki/Vitoria_Airport,"Vitoria,Foronda"
4046,LEVX,medium_airport,Vigo Airport,422318.0,-862677.0,856.0,EU,ES,ES-GA,Vigo,yes,LEVX,VGO,LEVX,,https://www.aena.es/en/vigo.html,https://en.wikipedia.org/wiki/Vigo-Peinador_Airport,
4047,LEXJ,medium_airport,Seve Ballesteros-Santander Airport,43427101.0,-382001.0,16.0,EU,ES,ES-CB,Santander,yes,LEXJ,SDR,LEXJ,,https://www.aena.es/en/seve-ballesteros-santander.html,https://en.wikipedia.org/wiki/Santander_Airport,
4049,LEZL,medium_airport,Sevilla Airport,37417999.0,-589311.0,112.0,EU,ES,ES-AN,Sevilla,yes,LEZL,SVQ,LEZL,,https://www.aena.es/en/seville.html,https://en.wikipedia.org/wiki/San_Pablo_Airport,
4060,LFBD,large_airport,Bordeaux–Mérignac Airport,4482865.0,-715356.0,162.0,EU,FR,FR-NAQ,Bordeaux,yes,LFBD,BOD,LFBD,,https://www.bordeaux.aeroport.fr/,https://en.wikipedia.org/wiki/Bordeaux%E2%80%93M%C3%A9rignac_Airport,
4061,LFBE,medium_airport,Bergerac Dordogne-Périgord airport,44825298.0,518611.0,171.0,EU,FR,FR-NAQ,Bergerac,yes,LFBE,EGC,LFBE,,https://www.bergerac.aeroport.fr/,https://en.wikipedia.org/wiki/Bergerac_Dordogne_P%C3%A9rigord_Airport,
4064,LFBH,medium_airport,La Rochelle Île de Ré Airport,46179199.0,-119528.0,74.0,EU,FR,FR-NAQ,La Rochelle,yes,LFBH,LRH,LFBH,,https://www.larochelle.aeroport.fr/en/,https://en.wikipedia.org/wiki/La_Rochelle_-_%C3%8Ele_de_R%C3%A9_Airport,Laleu Airport
4065,LFBI,medium_airport,Poitiers-Biard Airport,465877.0,306666.0,423.0,EU,FR,FR-NAQ,Poitiers/Biard,yes,LFBI,PIS,LFBI,,https://www.poitiers.aeroport.fr/,https://en.wikipedia.org/wiki/Poitiers_-_Biard_Airport,
4067,LFBL,medium_airport,Limoges Airport,45862801.0,117944.0,1300.0,EU,FR,FR-NAQ,Limoges/Bellegarde,yes,LFBL,LIG,LFBL,,https://www.aeroportlimoges.com/en/,https://en.wikipedia.org/wiki/Limoges_-_Bellegarde_Airport,
4070,LFBO,large_airport,Toulouse-Blagnac Airport,43629101.0,136382.0,499.0,EU,FR,FR-OCC,Toulouse/Blagnac,yes,LFBO,TLS,LFBO,,http://www.toulouse.aeroport.fr/,https://en.wikipedia.org/wiki/Toulouse_Blagnac_International_Airport,
4071,LFBP,medium_airport,Pau Pyrénées Airport,43380001.0,-418611.0,616.0,EU,FR,FR-NAQ,Pau/Pyrénées (Uzein),yes,LFBP,PUF,LFBP,,https://www.pau.aeroport.fr/passenger/,https://en.wikipedia.org/wiki/Pau_Pyr%C3%A9n%C3%A9es_Airport,
4073,LFBT,medium_airport,Tarbes-Lourdes-Pyrénées Airport,43178699.0,-6439.0,1260.0,EU,FR,FR-OCC,Tarbes/Lourdes/Pyrénées,yes,LFBT,LDE,LFBT,,https://www.tlp.aeroport.fr/,https://en.wikipedia.org/wiki/Tarbes-Lourdes-Pyr%C3%A9n%C3%A9es_Airport,
4077,LFBZ,medium_airport,Biarritz Pays Basque airport,43468372.0,-1523223.0,245.0,EU,FR,FR-NAQ,Biarritz,yes,LFBZ,BIQ,LFBZ,,https://biarritz.aeroport.fr/en/,https://en.wikipedia.org/wiki/Biarritz_-_Anglet_-_Bayonne_Airport,
4082,LFCK,medium_airport,Castres Mazamet Airport,43556301.0,228918.0,788.0,EU,FR,FR-OCC,Castres,yes,LFCK,DCM,LFCK,,http://aeroport81.fr/,https://en.wikipedia.org/wiki/Castres-Mazamet_Airport,
4086,LFCR,medium_airport,Rodez–Aveyron Airport,44407902.0,248267.0,1910.0,EU,FR,FR-OCC,Rodez/Marcillac,yes,LFCR,RDZ,LFCR,,https://www.aeroport-rodez.fr/en/,https://en.wikipedia.org/wiki/Rodez%E2%80%93Aveyron_Airport,
28818,LFEA,small_airport,Aérodrome de Belle Île,47325256.0,-3201255.0,171.0,EU,FR,FR-BRE,Bangor,yes,LFEA,BIC,LFEA,,,https://fr.wikipedia.org/wiki/Aérodrome_de_Belle-Île,Palais-Belle-?le-en-Mer Aerodrome
28820,LFEC,small_airport,Ouessant Airport,484632.0,-506358.0,142.0,EU,FR,FR-BRE,Ushant,yes,,OUI,LFEC,,,https://en.wikipedia.org/wiki/Ushant_Airport,
4101,LFEY,small_airport,Île d'Yeu Airport,46717641.0,-2392544.0,79.0,EU,FR,FR-PDL,Île d'Yeu,yes,LFEY,IDY,LFEY,,,https://en.wikipedia.org/wiki/%C3%8Ele_d'Yeu_Aerodrome,
4107,LFGJ,medium_airport,Dole Tavaux Airport,47038955.0,5427589.0,645.0,EU,FR,FR-BFC,Dole,yes,LFGJ,DLE,LFGJ,,https://dole.aeroport.fr/,https://en.wikipedia.org/wiki/Dole%E2%80%93Jura_Airport,Dole-Tavaux
4111,LFHP,small_airport,Le Puy-Loudes Airfield,450807.0,376289.0,2731.0,EU,FR,FR-ARA,"Chaspuzac, Haute-Loire",yes,LFHP,LPY,LFHP,,,https://en.wikipedia.org/wiki/Le_Puy_-_Loudes_Airport,
4120,LFJL,medium_airport,Metz-Nancy-Lorraine Airport,48982101.0,625132.0,870.0,EU,FR,FR-GES,Goin,yes,LFJL,ETZ,LFJL,,https://lorraineaeroport.com/,https://en.wikipedia.org/wiki/Metz-Nancy-Lorraine_Airport,
4123,LFKB,medium_airport,Bastia Poretta airport,425527.0,948373.0,26.0,EU,FR,FR-COR,Bastia,yes,LFKB,BIA,LFKB,,,https://en.wikipedia.org/wiki/Bastia_-_Poretta_Airport,
4124,LFKC,medium_airport,Calvi Sainte Catherine Airport,42530422.0,8792984.0,209.0,EU,FR,FR-COR,Calvi,yes,LFKC,CLY,LFKC,,https://en.balagne-corsica.com/commerce-et-service/calvi-sainte-catherine-airport/,https://en.wikipedia.org/wiki/Calvi_-_Sainte-Catherine_Airport,
4125,LFKF,medium_airport,Figari Sud-Corse Airport,41500599.0,909778.0,85.0,EU,FR,FR-COR,Figari,yes,LFKF,FSC,LFKF,,,https://en.wikipedia.org/wiki/Figari_Sud-Corse_Airport,
4126,LFKJ,medium_airport,Ajaccio Napoléon Bonaparte airport,41923599.0,880292.0,18.0,EU,FR,FR-COR,Ajaccio,yes,LFKJ,AJA,LFKJ,,,https://en.wikipedia.org/wiki/Ajaccio_-_Campo_dell'Oro_Airport,
4131,LFLB,medium_airport,Chambéry Aix les Bains airport,456381.0,588023.0,779.0,EU,FR,FR-ARA,Chambéry,yes,LFLB,CMF,LFLB,,https://www.chambery-airport.com/en,https://en.wikipedia.org/wiki/Chamb%C3%A9ry_Airport,
4132,LFLC,medium_airport,Clermont-Ferrand Auvergne airport,45786701.0,316917.0,1090.0,EU,FR,FR-ARA,Clermont-Ferrand,yes,LFLC,CFE,LFLC,,https://www.clermont-aeroport.com/en,https://en.wikipedia.org/wiki/Clermont-Ferrand_Auvergne_Airport,
